"Location","Species","Pres","Freq","Freq1","SDFrq1","Rank","Rank1"
"A77","t",1,0.3991,0.4016,0.2175,22,1.284
"A77","c",0,0.3201,0.3222,0.2074,23,1.342
"A77","g",0,0.3084,0.3104,0.2054,24,1.401
"A77","a",1,0.2931,0.295,0.2025,25,1.459
"A77","d",0,0.2612,0.263,0.1955,26,1.517
"A78","s",1,1,0.999,0.0108,1,0.071
"A78","o",1,0.9995,0.9901,0.0352,2,0.142
"A78","x",1,0.9995,0.9901,0.0352,3,0.213
"A78","y",1,0.9995,0.9901,0.0352,4,0.284
"A78","z",1,0.9995,0.9901,0.0352,5,0.355
"A78","j",1,0.998,0.9767,0.0553,6,0.426
"A78","u",1,0.9886,0.9323,0.0999,7,0.497
"A78","p",1,0.8809,0.7224,0.2394,8,0.568
"A78","f",1,0.8785,0.7191,0.2413,9,0.639
"A78","h",1,0.8299,0.6559,0.2763,10,0.71
"A78","e",1,0.8279,0.6535,0.2776,11,0.781
"A78","q",1,0.6815,0.498,0.2592,12,0.852
"A78","w",1,0.6811,0.4976,0.2591,13,0.923
"A78","k",1,0.6787,0.4953,0.2585,14,0.993
"A78","v",0,0.6096,0.4325,0.2436,15,1.064
"A78","n",0,0.6092,0.4322,0.2435,16,1.135
"A78","l",0,0.6092,0.4321,0.2435,17,1.206
"A78","r",1,0.5519,0.3834,0.232,18,1.277
"A78","b",1,0.551,0.3826,0.2319,19,1.348
"A78","d",0,0.44,0.2948,0.2087,20,1.419
"A78","i",0,0.3319,0.2156,0.1829,21,1.49
"A78","t",0,0.2912,0.1872,0.1719,22,1.561
"A78","m",0,0.1726,0.1078,0.1337,23,1.632
"A78","g",0,0.1607,0.1001,0.1291,24,1.703
"A78","c",0,0.011,0.0066,0.0341,25,1.774
"A78","a",0,4e-04,3e-04,0.0068,26,1.845
"A79","t",1,0.9998,0.9999,0.0022,1,0.062
"A79","v",1,0.9382,0.9552,0.0789,2,0.125
"A79","s",1,0.8374,0.8682,0.1604,3,0.187
"A79","g",1,0.8351,0.8661,0.1621,4,0.249
"A79","u",1,0.8051,0.8387,0.1838,5,0.312
"A79","d",1,0.7869,0.8218,0.1966,6,0.374
"A79","j",1,0.7754,0.8111,0.2045,7,0.436
"A79","z",1,0.7624,0.7988,0.2109,8,0.499
"A79","i",1,0.7603,0.7968,0.2119,9,0.561
"A79","w",1,0.7172,0.7556,0.2295,10,0.623
"A79","h",1,0.7006,0.7396,0.2353,11,0.686
"A79","x",1,0.7004,0.7394,0.2354,12,0.748
"A79","r",1,0.688,0.7273,0.2395,13,0.81
"A79","o",1,0.6726,0.7123,0.2442,14,0.873
"A79","q",1,0.643,0.6831,0.2523,15,0.935
"A79","f",1,0.6423,0.6824,0.2525,16,0.997
"A79","p",1,0.5679,0.6079,0.2676,17,1.06
"A79","l",1,0.5512,0.5909,0.27,18,1.122
"A79","m",0,0.4787,0.5166,0.2764,19,1.184
"A79","c",1,0.4782,0.5161,0.2765,20,1.247
"A79","y",0,0.2859,0.3132,0.2601,21,1.309
"A79","n",0,0.2693,0.2954,0.256,22,1.371
"A79","k",0,0.1963,0.2164,0.232,23,1.434
"A79","a",0,0.1492,0.165,0.2095,24,1.496
"A79","e",0,0.0187,0.0208,0.081,25,1.558
"A8","v",1,1,0.9999,0.0038,1,0.082
"A8","r",1,0.9736,0.9454,0.1041,2,0.165
"A8","w",1,0.9728,0.9441,0.1055,3,0.247
"A8","z",1,0.9698,0.9393,0.1108,4,0.329
"A8","c",1,0.9658,0.933,0.1174,5,0.411
"A8","p",1,0.9633,0.929,0.1215,6,0.494
"A8","o",1,0.9528,0.9132,0.137,7,0.576
"A8","g",1,0.9337,0.886,0.1615,8,0.658
"A8","k",1,0.9303,0.8814,0.1654,9,0.741
"A8","d",1,0.7354,0.655,0.3228,10,0.823
"A8","y",0,0.3241,0.2691,0.2917,11,0.905
"A8","x",0,0.3239,0.269,0.2917,12,0.988
"A8","n",0,0.3214,0.2668,0.2908,13,1.07
"A8","u",0,0.32,0.2655,0.2903,14,1.152
"A8","s",0,0.3136,0.2601,0.2881,15,1.234
"A8","m",0,0.3044,0.2521,0.2849,16,1.317
"A8","i",0,0.3009,0.2491,0.2836,17,1.399
"A8","q",0,0.2937,0.243,0.281,18,1.481
"A8","t",0,0.2933,0.2426,0.2808,19,1.564
"A8","l",0,0.29,0.2397,0.2796,20,1.646
"A8","j",0,0.2779,0.2294,0.2749,21,1.728
"A8","e",0,0.2699,0.2225,0.2717,22,1.81
"A8","f",0,0.0675,0.0544,0.1453,23,1.893
"A8","h",0,0.0615,0.0495,0.139,24,1.975
"A8","b",0,0.0077,0.0062,0.05,25,2.057
"A80","o",1,1,0.9994,0.0084,1,0.066
"A80","s",1,1,0.9994,0.0084,2,0.131
"A80","t",1,1,0.9994,0.0084,3,0.197
"A80","y",1,1,0.9994,0.0084,4,0.262
"A80","m",1,0.9537,0.8603,0.1539,5,0.328
"A80","w",1,0.9504,0.8538,0.1584,6,0.393
"A80","x",1,0.9504,0.8538,0.1584,7,0.459
"A80","v",1,0.9432,0.8408,0.1672,8,0.524
"A80","z",1,0.9432,0.8408,0.1672,9,0.59
"A80","l",1,0.8793,0.7418,0.229,10,0.655
"A80","q",1,0.8703,0.7296,0.2361,11,0.721
"A80","i",1,0.8467,0.6991,0.2536,12,0.787
"A80","p",1,0.8309,0.6796,0.2646,13,0.852
"A80","n",1,0.7814,0.6223,0.2956,14,0.918
"A80","j",1,0.7246,0.5622,0.2675,15,0.983
"A80","k",1,0.5719,0.4192,0.2391,16,1.049
"A80","a",1,0.5483,0.3989,0.235,17,1.114
"A80","b",1,0.5412,0.3928,0.2337,18,1.18
"A80","d",1,0.5145,0.3704,0.2289,19,1.245
"A80","r",0,0.4622,0.3278,0.2188,20,1.311
"A80","f",0,0.4054,0.2832,0.2068,21,1.377
"A80","u",0,0.3094,0.2111,0.1833,22,1.442
"A80","h",0,0.2987,0.2033,0.1804,23,1.508
"A80","g",0,0.2632,0.1777,0.1702,24,1.573
"A80","c",0,0.1939,0.129,0.1476,25,1.639
"A80","e",0,0.1071,0.0699,0.1109,26,1.704
"A81","n",1,1,0.9994,0.0089,1,0.06
"A81","y",1,1,0.9994,0.0089,2,0.12
"A81","w",1,0.9975,0.9783,0.0542,3,0.179
"A81","s",1,0.9972,0.9767,0.0564,4,0.239
"A81","x",1,0.9434,0.8399,0.1723,5,0.299
"A81","z",1,0.9434,0.8399,0.1723,6,0.359
"A81","r",1,0.9434,0.8398,0.1724,7,0.419
"A81","v",1,0.9077,0.7813,0.2103,8,0.478
"A81","q",1,0.9074,0.7808,0.2106,9,0.538
"A81","j",1,0.9053,0.7776,0.2126,10,0.598
"A81","d",1,0.903,0.7742,0.2147,11,0.658
"A81","u",1,0.8856,0.7492,0.2299,12,0.718
"A81","h",1,0.8464,0.6973,0.2602,13,0.777
"A81","o",1,0.8316,0.679,0.2705,14,0.837
"A81","k",1,0.7912,0.6317,0.2964,15,0.897
"A81","c",1,0.7365,0.5729,0.2969,16,0.957
"A81","f",1,0.7365,0.5729,0.2969,17,1.017
"A81","t",1,0.701,0.537,0.2833,18,1.076
"A81","l",1,0.663,0.5003,0.2738,19,1.136
"A81","i",1,0.6087,0.4504,0.2626,20,1.196
"A81","b",1,0.5844,0.4288,0.2578,21,1.256
"A81","g",1,0.4941,0.3525,0.2396,22,1.315
"A81","e",1,0.4918,0.3506,0.2392,23,1.375
"A81","m",0,0.4491,0.3163,0.2299,24,1.435
"A81","p",0,0.4131,0.2882,0.2216,25,1.495
"A81","a",0,0.0025,0.0016,0.0182,26,1.555
"A82","r",1,0.9989,0.9974,0.0183,1,0.064
"A82","y",1,0.9901,0.982,0.0517,2,0.129
"A82","l",1,0.9883,0.9792,0.0561,3,0.193
"A82","i",1,0.9883,0.9792,0.0561,4,0.257
"A82","t",1,0.9874,0.9777,0.0583,5,0.322
"A82","x",1,0.9637,0.9442,0.0998,6,0.386
"A82","k",1,0.9533,0.9306,0.1139,7,0.45
"A82","n",1,0.9205,0.8895,0.1517,8,0.514
"A82","v",1,0.6601,0.609,0.3149,9,0.579
"A82","z",1,0.6591,0.608,0.3149,10,0.643
"A82","u",1,0.6489,0.5978,0.3152,11,0.707
"A82","j",1,0.6487,0.5976,0.3152,12,0.772
"A82","b",1,0.6487,0.5976,0.3152,13,0.836
"A82","o",1,0.6225,0.5716,0.3158,14,0.9
"A82","h",1,0.6223,0.5714,0.3158,15,0.965
"A82","m",1,0.6134,0.5627,0.3158,16,1.029
"A82","w",1,0.5909,0.5406,0.3157,17,1.093
"A82","d",1,0.5435,0.4946,0.314,18,1.158
"A82","p",0,0.456,0.4113,0.3054,19,1.222
"A82","q",0,0.456,0.4113,0.3054,20,1.286
"A82","g",0,0.4547,0.41,0.3052,21,1.35
"A82","s",0,0.4459,0.4018,0.3039,22,1.415
"A82","e",0,0.4098,0.368,0.2978,23,1.479
"A82","f",0,0.1069,0.0937,0.1762,24,1.543
"A82","c",0,0.0357,0.0312,0.1047,25,1.608
"A83","v",1,1,0.9967,0.0205,1,0.064
"A83","l",1,0.9996,0.9805,0.0505,2,0.127
"A83","x",1,0.9996,0.9805,0.0505,3,0.191
"A83","z",1,0.9996,0.9805,0.0505,4,0.254
"A83","k",1,0.987,0.884,0.1335,5,0.318
"A83","n",1,0.9714,0.8286,0.1688,6,0.381
"A83","m",1,0.9415,0.7557,0.2111,7,0.445
"A83","t",1,0.9415,0.7557,0.2111,8,0.508
"A83","u",1,0.9415,0.7557,0.2111,9,0.572
"A83","p",1,0.9412,0.755,0.2115,10,0.635
"A83","s",1,0.9412,0.755,0.2115,11,0.699
"A83","y",1,0.9412,0.755,0.2115,12,0.762
"A83","o",1,0.9285,0.73,0.2253,13,0.826
"A83","g",1,0.9006,0.682,0.2509,14,0.889
"A83","q",1,0.8692,0.6356,0.275,15,0.953
"A83","w",1,0.8597,0.6227,0.2815,16,1.016
"A83","f",1,0.8349,0.591,0.2974,17,1.08
"A83","j",1,0.7644,0.5121,0.259,18,1.143
"A83","r",1,0.6949,0.4453,0.2292,19,1.207
"A83","d",1,0.5173,0.3034,0.1863,20,1.27
"A83","b",0,0.4243,0.2397,0.1665,21,1.334
"A83","i",1,0.4011,0.2246,0.1614,22,1.397
"A83","h",0,0.3415,0.1873,0.1481,23,1.461
"A83","e",0,0.3215,0.1751,0.1435,24,1.524
"A83","a",0,0.2463,0.1309,0.1249,25,1.588
"A83","c",0,0.1768,0.092,0.1054,26,1.651
"A84","w",1,1,0.9999,0.0022,1,0.061
"A84","y",1,1,0.9999,0.0022,2,0.121
"A84","x",1,0.9998,0.9992,0.0078,3,0.182
"A84","q",1,0.9946,0.9873,0.0343,4,0.242
"A84","k",1,0.9894,0.9776,0.0474,5,0.303
"A84","r",1,0.9352,0.8983,0.1208,6,0.364
"A84","o",1,0.8798,0.8297,0.1704,7,0.424
"A84","u",1,0.8748,0.8238,0.1744,8,0.485
"A84","n",1,0.8108,0.7512,0.2185,9,0.545
"A84","v",1,0.8108,0.7512,0.2185,10,0.606
"A84","z",1,0.7497,0.6856,0.224,11,0.667
"A84","m",1,0.7408,0.6763,0.2249,12,0.727
"A84","s",1,0.6945,0.6287,0.2284,13,0.788
"A84","p",0,0.6698,0.6037,0.2296,14,0.848
"A84","e",1,0.6596,0.5935,0.2299,15,0.909
"A84","j",1,0.6299,0.5641,0.2305,16,0.97
"A84","d",1,0.6247,0.559,0.2306,17,1.03
"A84","f",0,0.6104,0.545,0.2306,18,1.091
"A84","t",1,0.535,0.4726,0.2282,19,1.151
"A84","g",1,0.5018,0.4413,0.2259,20,1.212
"A84","i",1,0.4411,0.3849,0.2197,21,1.273
"A84","h",0,0.4195,0.3651,0.2169,22,1.333
"A84","b",1,0.3911,0.3393,0.2126,23,1.394
"A84","l",1,0.3859,0.3346,0.2118,24,1.454
"A84","c",0,0.3259,0.2807,0.2006,25,1.515
"A85","t",1,0.9865,0.9411,0.1019,1,0.06
"A85","y",1,0.9865,0.9411,0.1019,2,0.12
"A85","z",1,0.9865,0.9411,0.1019,3,0.18
"A85","q",1,0.9572,0.8742,0.1591,4,0.24
"A85","p",1,0.9548,0.8697,0.1625,5,0.3
"A85","i",1,0.9436,0.8492,0.1777,6,0.36
"A85","w",1,0.9142,0.8014,0.2109,7,0.42
"A85","v",1,0.911,0.7964,0.2142,8,0.48
"A85","n",1,0.9007,0.7813,0.224,9,0.54
"A85","r",1,0.8908,0.7672,0.2331,10,0.6
"A85","c",1,0.8873,0.7622,0.2362,11,0.66
"A85","s",1,0.8404,0.7012,0.2734,12,0.72
"A85","j",1,0.8387,0.699,0.2747,13,0.78
"A85","a",1,0.8186,0.6749,0.2886,14,0.84
"A85","k",1,0.7966,0.6494,0.3031,15,0.9
"A85","o",1,0.783,0.6342,0.3115,16,0.96
"A85","u",1,0.7583,0.6073,0.3261,17,1.02
"A85","e",1,0.7448,0.593,0.3337,18,1.08
"A85","l",1,0.7378,0.5857,0.3375,19,1.14
"A85","x",1,0.7378,0.5857,0.3375,20,1.2
"A85","g",1,0.7336,0.5813,0.3398,21,1.26
"A85","d",1,0.6851,0.5325,0.3399,22,1.32
"A85","f",0,0.3387,0.2383,0.2395,23,1.38
"A85","h",0,0.1866,0.1271,0.1818,24,1.44
"A85","m",0,0.1791,0.1218,0.1783,25,1.5
"A85","b",0,0.0159,0.0105,0.0542,26,1.56
"A86","k",1,1,0.9999,0.0034,1,0.073
"A86","w",1,1,0.9999,0.0034,2,0.147
"A86","v",1,0.9852,0.9656,0.0711,3,0.22
"A86","z",1,0.9852,0.9656,0.0711,4,0.294
"A86","x",1,0.8765,0.8122,0.2016,5,0.367
"A86","y",1,0.8765,0.8122,0.2016,6,0.44
"A86","s",1,0.876,0.8115,0.202,7,0.514
"A86","h",1,0.876,0.8115,0.202,8,0.587
"A86","t",1,0.8679,0.8017,0.2088,9,0.661
"A86","q",1,0.8083,0.7331,0.2537,10,0.734
"A86","o",1,0.7056,0.6238,0.2955,11,0.807
"A86","r",1,0.7056,0.6238,0.2955,12,0.881
"A86","c",1,0.6512,0.5692,0.2931,13,0.954
"A86","g",1,0.6288,0.5472,0.292,14,1.027
"A86","m",1,0.5817,0.5018,0.289,15,1.101
"A86","l",1,0.5594,0.4807,0.2871,16,1.174
"A86","i",1,0.5594,0.4807,0.2871,17,1.248
"A86","p",0,0.4947,0.4206,0.2796,18,1.321
"A86","n",0,0.3705,0.3093,0.2567,19,1.394
"A86","d",0,0.1316,0.1067,0.1673,20,1.468
"A86","e",0,0.0687,0.0553,0.1233,21,1.541
"A86","a",0,0.0682,0.0549,0.1228,22,1.615
"A86","u",0,0.0628,0.0505,0.118,23,1.688
"A86","j",0,0.062,0.0499,0.1174,24,1.761
"A86","b",0,0.054,0.0434,0.1097,25,1.835
"A86","f",0,0.0086,0.0069,0.0445,26,1.908
"A87","x",1,1,0.9996,0.0062,1,0.063
"A87","y",1,1,0.9996,0.0062,2,0.126
"A87","v",1,0.9997,0.9962,0.0194,3,0.189
"A87","h",1,0.9765,0.9222,0.1028,4,0.252
"A87","q",1,0.9525,0.8744,0.1387,5,0.316
"A87","g",1,0.9525,0.8744,0.1387,6,0.379
"A87","i",1,0.9525,0.8744,0.1387,7,0.442
"A87","m",1,0.9522,0.8739,0.1391,8,0.505
"A87","r",1,0.9494,0.8689,0.1426,9,0.568
"A87","o",1,0.8938,0.7829,0.1986,10,0.631
"A87","u",1,0.8938,0.7829,0.1986,11,0.694
"A87","e",1,0.7257,0.5855,0.2401,12,0.757
"A87","t",1,0.7138,0.5735,0.2388,13,0.82
"A87","z",1,0.7136,0.5732,0.2387,14,0.883
"A87","k",1,0.7055,0.5651,0.2379,15,0.947
"A87","w",0,0.6896,0.5492,0.2362,16,1.01
"A87","p",1,0.6663,0.5264,0.2338,17,1.073
"A87","l",1,0.608,0.4715,0.2274,18,1.136
"A87","s",1,0.608,0.4715,0.2274,19,1.199
"A87","b",1,0.5339,0.4053,0.2179,20,1.262
"A87","f",1,0.4423,0.3281,0.2034,21,1.325
"A87","n",0,0.4037,0.2968,0.1963,22,1.388
"A87","j",1,0.3809,0.2785,0.1917,23,1.451
"A87","c",0,0.3094,0.2228,0.1757,24,1.514
"A87","d",0,0.2268,0.1607,0.1531,25,1.578
"A88","t",1,1,1,0.0018,1,0.062
"A88","o",1,0.998,0.9956,0.02,2,0.123
"A88","y",1,0.998,0.9956,0.02,3,0.185
"A88","w",1,0.9979,0.9955,0.0202,4,0.247
"A88","v",1,0.9362,0.9101,0.117,5,0.308
"A88","z",1,0.9342,0.9076,0.1191,6,0.37
"A88","s",1,0.8935,0.8592,0.1569,7,0.432
"A88","f",1,0.8509,0.8109,0.1912,8,0.493
"A88","d",1,0.8298,0.7877,0.2068,9,0.555
"A88","j",1,0.827,0.7847,0.2088,10,0.616
"A88","x",1,0.6848,0.636,0.2474,11,0.678
"A88","p",1,0.6786,0.6298,0.2479,12,0.74
"A88","m",1,0.6653,0.6164,0.2489,13,0.801
"A88","q",1,0.6231,0.5743,0.2511,14,0.863
"A88","l",1,0.6211,0.5724,0.2511,15,0.925
"A88","n",0,0.6142,0.5655,0.2513,16,0.986
"A88","r",0,0.5946,0.5463,0.2517,17,1.048
"A88","k",1,0.5756,0.5277,0.2517,18,1.11
"A88","u",0,0.5504,0.5033,0.2512,19,1.171
"A88","g",0,0.5288,0.4825,0.2504,20,1.233
"A88","e",1,0.4858,0.4413,0.2477,21,1.295
"A88","c",0,0.4834,0.439,0.2475,22,1.356
"A88","h",0,0.301,0.2691,0.218,23,1.418
"A88","i",0,0.2311,0.2055,0.1978,24,1.48
"A88","a",0,0.0958,0.0844,0.1352,25,1.541
"A88","b",0,0.0772,0.0679,0.1222,26,1.603
"A89","s",1,1,0.9874,0.0463,1,0.068
"A89","v",1,1,0.9874,0.0463,2,0.136
"A89","y",1,1,0.9874,0.0463,3,0.203
"A89","x",1,0.9995,0.9447,0.0981,4,0.271
"A89","z",1,0.9995,0.9447,0.0981,5,0.339
"A89","p",1,0.9883,0.8156,0.1879,6,0.407
"A89","t",1,0.9843,0.7935,0.2006,7,0.475
"A89","q",1,0.9838,0.7913,0.2018,8,0.542
"A89","w",1,0.9838,0.7911,0.2019,9,0.61
"A89","m",1,0.9547,0.6915,0.255,10,0.678
"A89","j",1,0.947,0.6724,0.2646,11,0.746
"A89","u",1,0.9359,0.648,0.2768,12,0.814
"A89","f",1,0.9247,0.6258,0.2877,13,0.881
"A89","r",1,0.909,0.5979,0.3012,14,0.949
"A89","i",1,0.9056,0.5921,0.3039,15,1.017
"A89","l",1,0.8838,0.5587,0.3197,16,1.085
"A89","o",1,0.8834,0.5581,0.32,17,1.153
"A89","e",1,0.8833,0.558,0.3201,18,1.22
"A89","k",1,0.593,0.2894,0.2191,19,1.288
"A89","n",0,0.4898,0.2257,0.185,20,1.356
"A89","d",1,0.4743,0.2168,0.1805,21,1.424
"A89","g",0,0.4739,0.2166,0.1804,22,1.492
"A89","c",0,0.4091,0.1812,0.1626,23,1.559
"A89","a",0,0.1174,0.0463,0.0799,24,1.627
"A89","h",0,0.0448,0.0173,0.0487,25,1.695
"A89","b",0,5e-04,2e-04,0.0053,26,1.763
"A9","v",1,1,1,2e-04,1,0.072
"A9","x",1,1,1,2e-04,2,0.143
"A9","q",1,0.9874,0.9965,0.0194,3,0.215
"A9","p",1,0.956,0.9822,0.0504,4,0.286
"A9","z",1,0.9559,0.9822,0.0505,5,0.358
"A9","w",1,0.9421,0.9746,0.0628,6,0.429
"A9","g",1,0.8227,0.8926,0.1582,7,0.501
"A9","h",1,0.7619,0.843,0.2031,8,0.572
"A9","r",1,0.7617,0.8428,0.2032,9,0.644
"A9","o",1,0.6494,0.7413,0.2685,10,0.715
"A9","y",0,0.4533,0.541,0.3244,11,0.787
"A9","m",0,0.4463,0.5335,0.3252,12,0.858
"A9","s",0,0.4155,0.4998,0.328,13,0.93
"A9","t",0,0.3639,0.442,0.3288,14,1.001
"A9","j",0,0.2968,0.365,0.3221,15,1.073
"A9","k",0,0.2767,0.3415,0.3182,16,1.145
"A9","a",0,0.2376,0.2952,0.3077,17,1.216
"A9","u",0,0.2213,0.2758,0.302,18,1.288
"A9","f",0,0.1773,0.2225,0.2826,19,1.359
"A9","d",0,0.1703,0.214,0.2789,20,1.431
"A9","e",0,0.1621,0.204,0.2742,21,1.502
"A9","c",0,0.1571,0.1978,0.2713,22,1.574
"A9","i",0,0.1571,0.1978,0.2713,23,1.645
"A9","l",0,0.1319,0.1668,0.2546,24,1.717
"A9","n",0,0.1264,0.16,0.2504,25,1.788
"A9","b",0,0.0587,0.0751,0.1812,26,1.86
"A90","t",1,0.9939,0.9861,0.0414,1,0.059
"A90","s",1,0.9925,0.9835,0.0455,2,0.117
"A90","v",1,0.9457,0.913,0.1218,3,0.176
"A90","j",1,0.9383,0.903,0.1304,4,0.235
"A90","q",1,0.9164,0.875,0.1533,5,0.294
"A90","r",1,0.9164,0.875,0.1533,6,0.352
"A90","m",1,0.8905,0.8433,0.1773,7,0.411
"A90","d",1,0.8604,0.8079,0.2026,8,0.47
"A90","y",1,0.761,0.6986,0.273,9,0.528
"A90","i",1,0.7607,0.6983,0.2732,10,0.587
"A90","u",1,0.7593,0.6969,0.2741,11,0.646
"A90","w",1,0.7552,0.6925,0.2767,12,0.704
"A90","z",1,0.7552,0.6925,0.2767,13,0.763
"A90","e",1,0.7425,0.6792,0.2793,14,0.822
"A90","k",1,0.701,0.6363,0.28,15,0.881
"A90","g",1,0.7007,0.636,0.28,16,0.939
"A90","n",1,0.6994,0.6348,0.28,17,0.998
"A90","x",1,0.6994,0.6348,0.28,18,1.057
"A90","l",1,0.699,0.6343,0.28,19,1.115
"A90","o",1,0.6288,0.5641,0.2814,20,1.174
"A90","a",1,0.6103,0.546,0.2812,21,1.233
"A90","h",1,0.5864,0.5228,0.2805,22,1.291
"A90","f",1,0.5753,0.512,0.2801,23,1.35
"A90","p",0,0.2514,0.2154,0.2213,24,1.409
"A90","c",0,0.1818,0.1548,0.1937,25,1.468
"A90","b",0,0.0015,0.0013,0.0189,26,1.526
"A91","v",1,1,0.9999,0.0027,1,0.061
"A91","q",1,0.9998,0.999,0.0096,2,0.122
"A91","x",1,0.9998,0.999,0.0096,3,0.183
"A91","o",1,0.9994,0.9977,0.0148,4,0.244
"A91","r",1,0.9994,0.9977,0.0148,5,0.305
"A91","h",1,0.9919,0.9805,0.0473,6,0.365
"A91","w",1,0.9054,0.8545,0.1616,7,0.426
"A91","g",1,0.9053,0.8543,0.1618,8,0.487
"A91","p",1,0.7709,0.7001,0.2563,9,0.548
"A91","y",1,0.6723,0.5981,0.2584,10,0.609
"A91","u",1,0.6706,0.5965,0.2585,11,0.67
"A91","s",1,0.6704,0.5963,0.2585,12,0.731
"A91","j",1,0.6701,0.5959,0.2585,13,0.792
"A91","f",1,0.668,0.5938,0.2585,14,0.853
"A91","b",1,0.6659,0.5918,0.2585,15,0.914
"A91","z",0,0.6554,0.5813,0.2586,16,0.975
"A91","t",1,0.5799,0.5078,0.257,17,1.035
"A91","l",1,0.5797,0.5076,0.257,18,1.096
"A91","n",1,0.5793,0.5072,0.2569,19,1.157
"A91","k",1,0.5779,0.5058,0.2569,20,1.218
"A91","i",1,0.5737,0.5018,0.2567,21,1.279
"A91","c",1,0.5717,0.4999,0.2565,22,1.34
"A91","m",1,0.4438,0.3808,0.2439,23,1.401
"A91","d",0,0.3237,0.2736,0.2208,24,1.462
"A91","e",0,0.2331,0.195,0.1946,25,1.523
"A91","a",0,0.006,0.0049,0.0337,26,1.584
"A92","u",1,1,0.9959,0.024,1,0.074
"A92","x",1,1,0.9959,0.024,2,0.149
"A92","y",1,1,0.9959,0.024,3,0.223
"A92","m",1,0.9995,0.973,0.0628,4,0.298
"A92","v",1,0.9995,0.973,0.0628,5,0.372
"A92","q",1,0.9973,0.9404,0.0955,6,0.446
"A92","k",1,0.9786,0.8408,0.1667,7,0.521
"A92","g",1,0.9781,0.8388,0.168,8,0.595
"A92","r",1,0.9351,0.7294,0.2315,9,0.669
"A92","w",1,0.9137,0.6899,0.2527,10,0.744
"A92","i",1,0.9132,0.689,0.2532,11,0.818
"A92","z",1,0.8451,0.59,0.3038,12,0.893
"A92","j",1,0.7561,0.4905,0.2989,13,0.967
"A92","o",0,0.5974,0.3526,0.2215,14,1.041
"A92","c",0,0.5755,0.336,0.2155,15,1.116
"A92","s",1,0.5109,0.2895,0.199,16,1.19
"A92","p",1,0.4952,0.2787,0.1951,17,1.265
"A92","l",1,0.4947,0.2784,0.195,18,1.339
"A92","d",1,0.4862,0.2726,0.1929,19,1.413
"A92","n",1,0.4733,0.2639,0.1898,20,1.488
"A92","b",1,0.4059,0.2203,0.1735,21,1.562
"A92","h",0,0.2688,0.139,0.1386,22,1.636
"A92","e",0,0.2417,0.1238,0.131,23,1.711
"A92","f",0,0.114,0.0562,0.0889,24,1.785
"A92","t",0,0.0921,0.0451,0.0798,25,1.86
"A92","a",0,0.0836,0.0409,0.076,26,1.934
"A93","v",1,1,0.9992,0.0091,1,0.063
"A93","y",1,1,0.9992,0.0091,2,0.127
"A93","q",1,0.9599,0.8655,0.1466,3,0.19
"A93","t",1,0.9599,0.8655,0.1466,4,0.254
"A93","x",1,0.9599,0.8655,0.1466,5,0.317
"A93","z",1,0.9599,0.8655,0.1466,6,0.381
"A93","p",1,0.945,0.8363,0.1661,7,0.444
"A93","m",1,0.905,0.7696,0.2075,8,0.507
"A93","s",1,0.905,0.7696,0.2075,9,0.571
"A93","w",1,0.905,0.7696,0.2075,10,0.634
"A93","g",1,0.9036,0.7675,0.2087,11,0.698
"A93","j",1,0.9036,0.7675,0.2088,12,0.761
"A93","o",1,0.8645,0.7125,0.2406,13,0.825
"A93","l",1,0.8258,0.6638,0.2676,14,0.888
"A93","r",1,0.8258,0.6638,0.2676,15,0.952
"A93","u",1,0.8109,0.6462,0.2771,16,1.015
"A93","n",1,0.7928,0.6254,0.2807,17,1.078
"A93","e",1,0.7379,0.5662,0.253,18,1.142
"A93","k",0,0.5549,0.3964,0.2206,19,1.205
"A93","i",1,0.4781,0.3334,0.2069,20,1.269
"A93","f",1,0.4063,0.2776,0.1926,21,1.332
"A93","c",1,0.3831,0.2601,0.1876,22,1.396
"A93","b",0,0.3646,0.2463,0.1835,23,1.459
"A93","a",0,0.2782,0.184,0.1621,24,1.522
"A93","d",0,0.0576,0.0363,0.0756,25,1.586
"A93","h",0,0.0344,0.0216,0.0586,26,1.649
"A94","t",1,0.996,0.911,0.1358,1,0.07
"A94","s",1,0.9902,0.8687,0.1679,2,0.14
"A94","n",1,0.9763,0.8061,0.2093,3,0.21
"A94","x",1,0.9763,0.8061,0.2093,4,0.281
"A94","y",1,0.9763,0.8061,0.2093,5,0.351
"A94","o",1,0.9758,0.8046,0.2102,6,0.421
"A94","q",1,0.9707,0.7875,0.2207,7,0.491
"A94","k",1,0.9705,0.7868,0.2211,8,0.561
"A94","u",1,0.9701,0.7854,0.2219,9,0.631
"A94","w",1,0.9669,0.7758,0.2277,10,0.701
"A94","j",1,0.9619,0.7612,0.2363,11,0.772
"A94","d",1,0.9619,0.7612,0.2363,12,0.842
"A94","i",1,0.951,0.7336,0.2521,13,0.912
"A94","z",1,0.9506,0.7326,0.2527,14,0.982
"A94","h",1,0.9413,0.7115,0.2644,15,1.052
"A94","f",1,0.9196,0.6689,0.2875,16,1.122
"A94","v",1,0.8011,0.5074,0.3678,17,1.192
"A94","p",1,0.7712,0.4762,0.3822,18,1.263
"A94","l",1,0.7517,0.4571,0.3909,19,1.333
"A94","r",0,0.2541,0.1206,0.1728,20,1.403
"A94","m",0,0.2479,0.1174,0.1705,21,1.473
