"Location","Species","Pres","Freq","Freq1","SDFrq1","Rank","Rank1"
"TL21","Species 12",0,0.0871,0.7399,0.2309,15,1.014
"TL21","Species 13",0,0.0871,0.7399,0.2309,16,1.081
"TL21","Species 14",0,0.0871,0.7399,0.2309,17,1.149
"TL21","Species 15",0,0.0871,0.7399,0.2309,18,1.216
"TL21","Species 16",0,0.0871,0.7399,0.2309,19,1.284
"TL21","Species 17",0,0.0871,0.7399,0.2309,20,1.352
"TL22","Species 1",0,0.0607,0.7399,0.2861,1,0.068
"TL22","Species 18",0,0.0607,0.7399,0.2861,2,0.135
"TL22","Species 19",0,0.0607,0.7399,0.2861,3,0.203
"TL22","Species 2",0,0.0607,0.7399,0.2861,4,0.27
"TL22","Species 20",0,0.0607,0.7399,0.2861,5,0.338
"TL22","Species 3",0,0.0607,0.7399,0.2861,6,0.406
"TL22","Species 4",0,0.0607,0.7399,0.2861,7,0.473
"TL22","Species 5",0,0.0607,0.7399,0.2861,8,0.541
"TL22","Species 6",0,0.0607,0.7399,0.2861,9,0.608
"TL22","Species 7",0,0.0607,0.7399,0.2861,10,0.676
"TL22","Species 8",0,0.0607,0.7399,0.2861,11,0.743
"TL22","Species 10",0,0.0607,0.7399,0.2861,12,0.811
"TL22","Species 9",0,0.0607,0.7399,0.2861,13,0.879
"TL22","Species 11",0,0.0607,0.7399,0.2861,14,0.946
"TL22","Species 12",0,0.0607,0.7399,0.2861,15,1.014
"TL22","Species 13",0,0.0607,0.7399,0.2861,16,1.081
"TL22","Species 14",0,0.0607,0.7399,0.2861,17,1.149
"TL22","Species 15",0,0.0607,0.7399,0.2861,18,1.217
"TL22","Species 16",0,0.0607,0.7399,0.2861,19,1.284
"TL22","Species 17",0,0.0607,0.7399,0.2861,20,1.352
"TL30","Species 1",0,0.0627,0.7399,0.2828,1,0.068
"TL30","Species 18",0,0.0627,0.7399,0.2828,2,0.135
"TL30","Species 19",0,0.0627,0.7399,0.2828,3,0.203
"TL30","Species 2",0,0.0627,0.7399,0.2828,4,0.27
"TL30","Species 20",0,0.0627,0.7399,0.2828,5,0.338
"TL30","Species 3",0,0.0627,0.7399,0.2828,6,0.406
"TL30","Species 4",0,0.0627,0.7399,0.2828,7,0.473
"TL30","Species 5",0,0.0627,0.7399,0.2828,8,0.541
"TL30","Species 6",0,0.0627,0.7399,0.2828,9,0.608
"TL30","Species 7",0,0.0627,0.7399,0.2828,10,0.676
"TL30","Species 8",0,0.0627,0.7399,0.2828,11,0.743
"TL30","Species 10",0,0.0627,0.7399,0.2828,12,0.811
"TL30","Species 9",0,0.0627,0.7399,0.2828,13,0.879
"TL30","Species 11",0,0.0627,0.7399,0.2828,14,0.946
"TL30","Species 12",0,0.0627,0.7399,0.2828,15,1.014
"TL30","Species 13",0,0.0627,0.7399,0.2828,16,1.081
"TL30","Species 14",0,0.0627,0.7399,0.2828,17,1.149
"TL30","Species 15",0,0.0627,0.7399,0.2828,18,1.217
"TL30","Species 16",0,0.0627,0.7399,0.2828,19,1.284
"TL30","Species 17",0,0.0627,0.7399,0.2828,20,1.352
"TL31","Species 1",0,0.1494,0.7401,0.1749,1,0.068
"TL31","Species 18",0,0.1494,0.7401,0.1749,2,0.135
"TL31","Species 19",0,0.1494,0.7401,0.1749,3,0.203
"TL31","Species 2",0,0.1494,0.7401,0.1749,4,0.27
"TL31","Species 20",0,0.1494,0.7401,0.1749,5,0.338
"TL31","Species 3",0,0.1494,0.7401,0.1749,6,0.405
"TL31","Species 4",0,0.1494,0.7401,0.1749,7,0.473
"TL31","Species 5",0,0.1494,0.7401,0.1749,8,0.54
"TL31","Species 6",0,0.1494,0.7401,0.1749,9,0.608
"TL31","Species 7",0,0.1494,0.7401,0.1749,10,0.675
"TL31","Species 8",0,0.1494,0.7401,0.1749,11,0.743
"TL31","Species 10",0,0.1494,0.7401,0.1749,12,0.811
"TL31","Species 9",0,0.1494,0.7401,0.1749,13,0.878
"TL31","Species 11",0,0.1494,0.7401,0.1749,14,0.946
"TL31","Species 12",0,0.1494,0.7401,0.1749,15,1.013
"TL31","Species 13",0,0.1494,0.7401,0.1749,16,1.081
"TL31","Species 14",0,0.1494,0.7401,0.1749,17,1.148
"TL31","Species 15",0,0.1494,0.7401,0.1749,18,1.216
"TL31","Species 16",0,0.1494,0.7401,0.1749,19,1.283
"TL31","Species 17",0,0.1494,0.7401,0.1749,20,1.351
"TL32","Species 1",0,0.0021,0.7401,17.8992,1,0.068
"TL32","Species 18",0,0.0021,0.7401,17.8992,2,0.135
"TL32","Species 19",0,0.0021,0.7401,17.8992,3,0.203
"TL32","Species 2",0,0.0021,0.7401,17.8992,4,0.27
"TL32","Species 20",0,0.0021,0.7401,17.8992,5,0.338
"TL32","Species 3",0,0.0021,0.7401,17.8992,6,0.405
"TL32","Species 4",0,0.0021,0.7401,17.8992,7,0.473
"TL32","Species 5",0,0.0021,0.7401,17.8992,8,0.54
"TL32","Species 6",0,0.0021,0.7401,17.8992,9,0.608
"TL32","Species 7",0,0.0021,0.7401,17.8992,10,0.675
"TL32","Species 8",0,0.0021,0.7401,17.8992,11,0.743
"TL32","Species 10",0,0.0021,0.7401,17.8992,12,0.811
"TL32","Species 9",0,0.0021,0.7401,17.8992,13,0.878
"TL32","Species 11",0,0.0021,0.7401,17.8992,14,0.946
"TL32","Species 12",0,0.0021,0.7401,17.8992,15,1.013
"TL32","Species 13",0,0.0021,0.7401,17.8992,16,1.081
"TL32","Species 14",0,0.0021,0.7401,17.8992,17,1.148
"TL32","Species 15",0,0.0021,0.7401,17.8992,18,1.216
"TL32","Species 16",0,0.0021,0.7401,17.8992,19,1.283
"TL32","Species 17",0,0.0021,0.7401,17.8992,20,1.351
"TL40","Species 1",0,0.2115,0.7401,0.1382,1,0.068
"TL40","Species 18",0,0.2115,0.7401,0.1382,2,0.135
"TL40","Species 19",0,0.2115,0.7401,0.1382,3,0.203
"TL40","Species 2",0,0.2115,0.7401,0.1382,4,0.27
"TL40","Species 20",0,0.2115,0.7401,0.1382,5,0.338
"TL40","Species 3",0,0.2115,0.7401,0.1382,6,0.405
"TL40","Species 4",0,0.2115,0.7401,0.1382,7,0.473
"TL40","Species 5",0,0.2115,0.7401,0.1382,8,0.54
"TL40","Species 6",0,0.2115,0.7401,0.1382,9,0.608
"TL40","Species 7",0,0.2115,0.7401,0.1382,10,0.675
"TL40","Species 8",0,0.2115,0.7401,0.1382,11,0.743
"TL40","Species 10",0,0.2115,0.7401,0.1382,12,0.811
"TL40","Species 9",0,0.2115,0.7401,0.1382,13,0.878
"TL40","Species 11",0,0.2115,0.7401,0.1382,14,0.946
"TL40","Species 12",0,0.2115,0.7401,0.1382,15,1.013
"TL40","Species 13",0,0.2115,0.7401,0.1382,16,1.081
"TL40","Species 14",0,0.2115,0.7401,0.1382,17,1.148
"TL40","Species 15",0,0.2115,0.7401,0.1382,18,1.216
"TL40","Species 16",0,0.2115,0.7401,0.1382,19,1.283
"TL40","Species 17",0,0.2115,0.7401,0.1382,20,1.351
"TL41","Species 1",0,0.0416,0.7399,0.3492,1,0.068
"TL41","Species 18",0,0.0416,0.7399,0.3492,2,0.135
"TL41","Species 19",0,0.0416,0.7399,0.3492,3,0.203
"TL41","Species 2",0,0.0416,0.7399,0.3492,4,0.27
"TL41","Species 20",0,0.0416,0.7399,0.3492,5,0.338
"TL41","Species 3",0,0.0416,0.7399,0.3492,6,0.406
"TL41","Species 4",0,0.0416,0.7399,0.3492,7,0.473
"TL41","Species 5",0,0.0416,0.7399,0.3492,8,0.541
"TL41","Species 6",0,0.0416,0.7399,0.3492,9,0.608
"TL41","Species 7",0,0.0416,0.7399,0.3492,10,0.676
"TL41","Species 8",0,0.0416,0.7399,0.3492,11,0.743
"TL41","Species 10",0,0.0416,0.7399,0.3492,12,0.811
"TL41","Species 9",0,0.0416,0.7399,0.3492,13,0.879
"TL41","Species 11",0,0.0416,0.7399,0.3492,14,0.946
"TL41","Species 12",0,0.0416,0.7399,0.3492,15,1.014
"TL41","Species 13",0,0.0416,0.7399,0.3492,16,1.081
"TL41","Species 14",0,0.0416,0.7399,0.3492,17,1.149
"TL41","Species 15",0,0.0416,0.7399,0.3492,18,1.217
"TL41","Species 16",0,0.0416,0.7399,0.3492,19,1.284
"TL41","Species 17",0,0.0416,0.7399,0.3492,20,1.352
"TL42","Species 1",0,0.0051,0.7401,2.6458,1,0.068
"TL42","Species 18",0,0.0051,0.7401,2.6458,2,0.135
"TL42","Species 19",0,0.0051,0.7401,2.6458,3,0.203
"TL42","Species 2",0,0.0051,0.7401,2.6458,4,0.27
"TL42","Species 20",0,0.0051,0.7401,2.6458,5,0.338
"TL42","Species 3",0,0.0051,0.7401,2.6458,6,0.405
"TL42","Species 4",0,0.0051,0.7401,2.6458,7,0.473
"TL42","Species 5",0,0.0051,0.7401,2.6458,8,0.54
"TL42","Species 6",0,0.0051,0.7401,2.6458,9,0.608
"TL42","Species 7",0,0.0051,0.7401,2.6458,10,0.675
"TL42","Species 8",0,0.0051,0.7401,2.6458,11,0.743
"TL42","Species 10",0,0.0051,0.7401,2.6458,12,0.811
"TL42","Species 9",0,0.0051,0.7401,2.6458,13,0.878
"TL42","Species 11",0,0.0051,0.7401,2.6458,14,0.946
"TL42","Species 12",0,0.0051,0.7401,2.6458,15,1.013
"TL42","Species 13",0,0.0051,0.7401,2.6458,16,1.081
"TL42","Species 14",0,0.0051,0.7401,2.6458,17,1.148
"TL42","Species 15",0,0.0051,0.7401,2.6458,18,1.216
"TL42","Species 16",0,0.0051,0.7401,2.6458,19,1.283
"TL42","Species 17",0,0.0051,0.7401,2.6458,20,1.351
"TL43","Species 1",0,1e-04,0.7399,NA,1,0.068
"TL43","Species 18",0,1e-04,0.7399,NA,2,0.135
"TL43","Species 19",0,1e-04,0.7399,NA,3,0.203
"TL43","Species 2",0,1e-04,0.7399,NA,4,0.27
"TL43","Species 20",0,1e-04,0.7399,NA,5,0.338
"TL43","Species 3",0,1e-04,0.7399,NA,6,0.405
"TL43","Species 4",0,1e-04,0.7399,NA,7,0.473
"TL43","Species 5",0,1e-04,0.7399,NA,8,0.541
"TL43","Species 6",0,1e-04,0.7399,NA,9,0.608
"TL43","Species 7",0,1e-04,0.7399,NA,10,0.676
"TL43","Species 8",0,1e-04,0.7399,NA,11,0.743
"TL43","Species 10",0,1e-04,0.7399,NA,12,0.811
"TL43","Species 9",0,1e-04,0.7399,NA,13,0.879
"TL43","Species 11",0,1e-04,0.7399,NA,14,0.946
"TL43","Species 12",0,1e-04,0.7399,NA,15,1.014
"TL43","Species 13",0,1e-04,0.7399,NA,16,1.081
"TL43","Species 14",0,1e-04,0.7399,NA,17,1.149
"TL43","Species 15",0,1e-04,0.7399,NA,18,1.216
"TL43","Species 16",0,1e-04,0.7399,NA,19,1.284
"TL43","Species 17",0,1e-04,0.7399,NA,20,1.352
"TL45","Species 1",0,0.0127,0.7399,1.1129,1,0.068
"TL45","Species 18",0,0.0127,0.7399,1.1129,2,0.135
"TL45","Species 19",0,0.0127,0.7399,1.1129,3,0.203
"TL45","Species 2",0,0.0127,0.7399,1.1129,4,0.27
"TL45","Species 20",0,0.0127,0.7399,1.1129,5,0.338
"TL45","Species 3",0,0.0127,0.7399,1.1129,6,0.406
"TL45","Species 4",0,0.0127,0.7399,1.1129,7,0.473
"TL45","Species 5",0,0.0127,0.7399,1.1129,8,0.541
"TL45","Species 6",0,0.0127,0.7399,1.1129,9,0.608
"TL45","Species 7",0,0.0127,0.7399,1.1129,10,0.676
"TL45","Species 8",0,0.0127,0.7399,1.1129,11,0.743
"TL45","Species 10",0,0.0127,0.7399,1.1129,12,0.811
"TL45","Species 9",0,0.0127,0.7399,1.1129,13,0.879
"TL45","Species 11",0,0.0127,0.7399,1.1129,14,0.946
"TL45","Species 12",0,0.0127,0.7399,1.1129,15,1.014
"TL45","Species 13",0,0.0127,0.7399,1.1129,16,1.081
"TL45","Species 14",0,0.0127,0.7399,1.1129,17,1.149
"TL45","Species 15",0,0.0127,0.7399,1.1129,18,1.217
"TL45","Species 16",0,0.0127,0.7399,1.1129,19,1.284
"TL45","Species 17",0,0.0127,0.7399,1.1129,20,1.352
"TL50","Species 1",0,0.0276,0.7399,0.4932,1,0.068
"TL50","Species 18",0,0.0276,0.7399,0.4932,2,0.135
"TL50","Species 19",0,0.0276,0.7399,0.4932,3,0.203
"TL50","Species 2",0,0.0276,0.7399,0.4932,4,0.27
"TL50","Species 20",0,0.0276,0.7399,0.4932,5,0.338
"TL50","Species 3",0,0.0276,0.7399,0.4932,6,0.405
"TL50","Species 4",0,0.0276,0.7399,0.4932,7,0.473
"TL50","Species 5",0,0.0276,0.7399,0.4932,8,0.541
"TL50","Species 6",0,0.0276,0.7399,0.4932,9,0.608
"TL50","Species 7",0,0.0276,0.7399,0.4932,10,0.676
"TL50","Species 8",0,0.0276,0.7399,0.4932,11,0.743
"TL50","Species 10",0,0.0276,0.7399,0.4932,12,0.811
"TL50","Species 9",0,0.0276,0.7399,0.4932,13,0.879
"TL50","Species 11",0,0.0276,0.7399,0.4932,14,0.946
"TL50","Species 12",0,0.0276,0.7399,0.4932,15,1.014
"TL50","Species 13",0,0.0276,0.7399,0.4932,16,1.081
"TL50","Species 14",0,0.0276,0.7399,0.4932,17,1.149
"TL50","Species 15",0,0.0276,0.7399,0.4932,18,1.216
"TL50","Species 16",0,0.0276,0.7399,0.4932,19,1.284
"TL50","Species 17",0,0.0276,0.7399,0.4932,20,1.352
"TL51","Species 1",0,0.0041,0.7401,4.9381,1,0.068
"TL51","Species 18",0,0.0041,0.7401,4.9381,2,0.135
"TL51","Species 19",0,0.0041,0.7401,4.9381,3,0.203
"TL51","Species 2",0,0.0041,0.7401,4.9381,4,0.27
"TL51","Species 20",0,0.0041,0.7401,4.9381,5,0.338
"TL51","Species 3",0,0.0041,0.7401,4.9381,6,0.405
"TL51","Species 4",0,0.0041,0.7401,4.9381,7,0.473
"TL51","Species 5",0,0.0041,0.7401,4.9381,8,0.54
"TL51","Species 6",0,0.0041,0.7401,4.9381,9,0.608
"TL51","Species 7",0,0.0041,0.7401,4.9381,10,0.675
"TL51","Species 8",0,0.0041,0.7401,4.9381,11,0.743
"TL51","Species 10",0,0.0041,0.7401,4.9381,12,0.811
"TL51","Species 9",0,0.0041,0.7401,4.9381,13,0.878
"TL51","Species 11",0,0.0041,0.7401,4.9381,14,0.946
"TL51","Species 12",0,0.0041,0.7401,4.9381,15,1.013
"TL51","Species 13",0,0.0041,0.7401,4.9381,16,1.081
"TL51","Species 14",0,0.0041,0.7401,4.9381,17,1.148
"TL51","Species 15",0,0.0041,0.7401,4.9381,18,1.216
"TL51","Species 16",0,0.0041,0.7401,4.9381,19,1.283
"TL51","Species 17",0,0.0041,0.7401,4.9381,20,1.351
"TL52","Species 1",0,0.0236,0.7399,0.5193,1,0.068
"TL52","Species 18",0,0.0236,0.7399,0.5193,2,0.135
"TL52","Species 19",0,0.0236,0.7399,0.5193,3,0.203
"TL52","Species 2",0,0.0236,0.7399,0.5193,4,0.27
"TL52","Species 20",0,0.0236,0.7399,0.5193,5,0.338
"TL52","Species 3",0,0.0236,0.7399,0.5193,6,0.405
"TL52","Species 4",0,0.0236,0.7399,0.5193,7,0.473
"TL52","Species 5",0,0.0236,0.7399,0.5193,8,0.541
"TL52","Species 6",0,0.0236,0.7399,0.5193,9,0.608
"TL52","Species 7",0,0.0236,0.7399,0.5193,10,0.676
"TL52","Species 8",0,0.0236,0.7399,0.5193,11,0.743
"TL52","Species 10",0,0.0236,0.7399,0.5193,12,0.811
"TL52","Species 9",0,0.0236,0.7399,0.5193,13,0.879
"TL52","Species 11",0,0.0236,0.7399,0.5193,14,0.946
"TL52","Species 12",0,0.0236,0.7399,0.5193,15,1.014
"TL52","Species 13",0,0.0236,0.7399,0.5193,16,1.081
"TL52","Species 14",0,0.0236,0.7399,0.5193,17,1.149
"TL52","Species 15",0,0.0236,0.7399,0.5193,18,1.216
"TL52","Species 16",0,0.0236,0.7399,0.5193,19,1.284
"TL52","Species 17",0,0.0236,0.7399,0.5193,20,1.352
"TL53","Species 1",0,7e-04,0.7399,584.0482,1,0.068
"TL53","Species 18",0,7e-04,0.7399,584.0482,2,0.135
"TL53","Species 19",0,7e-04,0.7399,584.0482,3,0.203
"TL53","Species 2",0,7e-04,0.7399,584.0482,4,0.27
"TL53","Species 20",0,7e-04,0.7399,584.0482,5,0.338
"TL53","Species 3",0,7e-04,0.7399,584.0482,6,0.406
"TL53","Species 4",0,7e-04,0.7399,584.0482,7,0.473
"TL53","Species 5",0,7e-04,0.7399,584.0482,8,0.541
"TL53","Species 6",0,7e-04,0.7399,584.0482,9,0.608
"TL53","Species 7",0,7e-04,0.7399,584.0482,10,0.676
"TL53","Species 8",0,7e-04,0.7399,584.0482,11,0.743
"TL53","Species 10",0,7e-04,0.7399,584.0482,12,0.811
"TL53","Species 9",0,7e-04,0.7399,584.0482,13,0.879
"TL53","Species 11",0,7e-04,0.7399,584.0482,14,0.946
"TL53","Species 12",0,7e-04,0.7399,584.0482,15,1.014
"TL53","Species 13",0,7e-04,0.7399,584.0482,16,1.081
"TL53","Species 14",0,7e-04,0.7399,584.0482,17,1.149
"TL53","Species 15",0,7e-04,0.7399,584.0482,18,1.217
"TL53","Species 16",0,7e-04,0.7399,584.0482,19,1.284
"TL53","Species 17",0,7e-04,0.7399,584.0482,20,1.352
"TL55","Species 1",0,2e-04,0.7399,NA,1,0.068
"TL55","Species 18",0,2e-04,0.7399,NA,2,0.135
"TL55","Species 19",0,2e-04,0.7399,NA,3,0.203
"TL55","Species 2",0,2e-04,0.7399,NA,4,0.27
"TL55","Species 20",0,2e-04,0.7399,NA,5,0.338
"TL55","Species 3",0,2e-04,0.7399,NA,6,0.406
"TL55","Species 4",0,2e-04,0.7399,NA,7,0.473
"TL55","Species 5",0,2e-04,0.7399,NA,8,0.541
"TL55","Species 6",0,2e-04,0.7399,NA,9,0.608
"TL55","Species 7",0,2e-04,0.7399,NA,10,0.676
"TL55","Species 8",0,2e-04,0.7399,NA,11,0.743
"TL55","Species 10",0,2e-04,0.7399,NA,12,0.811
"TL55","Species 9",0,2e-04,0.7399,NA,13,0.879
"TL55","Species 11",0,2e-04,0.7399,NA,14,0.946
"TL55","Species 12",0,2e-04,0.7399,NA,15,1.014
"TL55","Species 13",0,2e-04,0.7399,NA,16,1.081
"TL55","Species 14",0,2e-04,0.7399,NA,17,1.149
"TL55","Species 15",0,2e-04,0.7399,NA,18,1.217
"TL55","Species 16",0,2e-04,0.7399,NA,19,1.284
"TL55","Species 17",0,2e-04,0.7399,NA,20,1.352
"TL60","Species 1",0,0.0672,0.7399,0.2777,1,0.068
"TL60","Species 18",0,0.0672,0.7399,0.2777,2,0.135
"TL60","Species 19",0,0.0672,0.7399,0.2777,3,0.203
"TL60","Species 2",0,0.0672,0.7399,0.2777,4,0.27
"TL60","Species 20",0,0.0672,0.7399,0.2777,5,0.338
"TL60","Species 3",0,0.0672,0.7399,0.2777,6,0.406
"TL60","Species 4",0,0.0672,0.7399,0.2777,7,0.473
"TL60","Species 5",0,0.0672,0.7399,0.2777,8,0.541
"TL60","Species 6",0,0.0672,0.7399,0.2777,9,0.608
"TL60","Species 7",0,0.0672,0.7399,0.2777,10,0.676
"TL60","Species 8",0,0.0672,0.7399,0.2777,11,0.743
"TL60","Species 10",0,0.0672,0.7399,0.2777,12,0.811
"TL60","Species 9",0,0.0672,0.7399,0.2777,13,0.879
"TL60","Species 11",0,0.0672,0.7399,0.2777,14,0.946
"TL60","Species 12",0,0.0672,0.7399,0.2777,15,1.014
"TL60","Species 13",0,0.0672,0.7399,0.2777,16,1.081
"TL60","Species 14",0,0.0672,0.7399,0.2777,17,1.149
"TL60","Species 15",0,0.0672,0.7399,0.2777,18,1.217
"TL60","Species 16",0,0.0672,0.7399,0.2777,19,1.284
"TL60","Species 17",0,0.0672,0.7399,0.2777,20,1.352
"TL61","Species 1",0,0.0052,0.7401,3.5293,1,0.068
"TL61","Species 18",0,0.0052,0.7401,3.5293,2,0.135
"TL61","Species 19",0,0.0052,0.7401,3.5293,3,0.203
"TL61","Species 2",0,0.0052,0.7401,3.5293,4,0.27
"TL61","Species 20",0,0.0052,0.7401,3.5293,5,0.338
"TL61","Species 3",0,0.0052,0.7401,3.5293,6,0.405
"TL61","Species 4",0,0.0052,0.7401,3.5293,7,0.473
"TL61","Species 5",0,0.0052,0.7401,3.5293,8,0.54
"TL61","Species 6",0,0.0052,0.7401,3.5293,9,0.608
"TL61","Species 7",0,0.0052,0.7401,3.5293,10,0.675
"TL61","Species 8",0,0.0052,0.7401,3.5293,11,0.743
"TL61","Species 10",0,0.0052,0.7401,3.5293,12,0.811
"TL61","Species 9",0,0.0052,0.7401,3.5293,13,0.878
"TL61","Species 11",0,0.0052,0.7401,3.5293,14,0.946
"TL61","Species 12",0,0.0052,0.7401,3.5293,15,1.013
"TL61","Species 13",0,0.0052,0.7401,3.5293,16,1.081
"TL61","Species 14",0,0.0052,0.7401,3.5293,17,1.148
"TL61","Species 15",0,0.0052,0.7401,3.5293,18,1.216
"TL61","Species 16",0,0.0052,0.7401,3.5293,19,1.283
"TL61","Species 17",0,0.0052,0.7401,3.5293,20,1.351
"TL62","Species 1",0,0.0011,0.7401,161.2578,1,0.068
"TL62","Species 18",0,0.0011,0.7401,161.2578,2,0.135
"TL62","Species 19",0,0.0011,0.7401,161.2578,3,0.203
"TL62","Species 2",0,0.0011,0.7401,161.2578,4,0.27
"TL62","Species 20",0,0.0011,0.7401,161.2578,5,0.338
"TL62","Species 3",0,0.0011,0.7401,161.2578,6,0.405
"TL62","Species 4",0,0.0011,0.7401,161.2578,7,0.473
"TL62","Species 5",0,0.0011,0.7401,161.2578,8,0.54
"TL62","Species 6",0,0.0011,0.7401,161.2578,9,0.608
"TL62","Species 7",0,0.0011,0.7401,161.2578,10,0.675
"TL62","Species 8",0,0.0011,0.7401,161.2578,11,0.743
"TL62","Species 10",0,0.0011,0.7401,161.2578,12,0.811
"TL62","Species 9",0,0.0011,0.7401,161.2578,13,0.878
"TL62","Species 11",0,0.0011,0.7401,161.2578,14,0.946
"TL62","Species 12",0,0.0011,0.7401,161.2578,15,1.013
"TL62","Species 13",0,0.0011,0.7401,161.2578,16,1.081
"TL62","Species 14",0,0.0011,0.7401,161.2578,17,1.148
"TL62","Species 15",0,0.0011,0.7401,161.2578,18,1.216
"TL62","Species 16",0,0.0011,0.7401,161.2578,19,1.283
"TL62","Species 17",0,0.0011,0.7401,161.2578,20,1.351
"TL63","Species 1",0,1e-04,0.7401,NA,1,0.068
"TL63","Species 18",0,1e-04,0.7401,NA,2,0.135
"TL63","Species 19",0,1e-04,0.7401,NA,3,0.203
"TL63","Species 2",0,1e-04,0.7401,NA,4,0.27
"TL63","Species 20",0,1e-04,0.7401,NA,5,0.338
"TL63","Species 3",0,1e-04,0.7401,NA,6,0.405
"TL63","Species 4",0,1e-04,0.7401,NA,7,0.473
"TL63","Species 5",0,1e-04,0.7401,NA,8,0.54
"TL63","Species 6",0,1e-04,0.7401,NA,9,0.608
"TL63","Species 7",0,1e-04,0.7401,NA,10,0.675
"TL63","Species 8",0,1e-04,0.7401,NA,11,0.743
"TL63","Species 10",0,1e-04,0.7401,NA,12,0.811
"TL63","Species 9",0,1e-04,0.7401,NA,13,0.878
"TL63","Species 11",0,1e-04,0.7401,NA,14,0.946
"TL63","Species 12",0,1e-04,0.7401,NA,15,1.013
"TL63","Species 13",0,1e-04,0.7401,NA,16,1.081
"TL63","Species 14",0,1e-04,0.7401,NA,17,1.148
"TL63","Species 15",0,1e-04,0.7401,NA,18,1.216
"TL63","Species 16",0,1e-04,0.7401,NA,19,1.283
"TL63","Species 17",0,1e-04,0.7401,NA,20,1.351
"TL65","Species 1",0,0.0017,0.7401,40.0092,1,0.068
"TL65","Species 18",0,0.0017,0.7401,40.0092,2,0.135
"TL65","Species 19",0,0.0017,0.7401,40.0092,3,0.203
"TL65","Species 2",0,0.0017,0.7401,40.0092,4,0.27
"TL65","Species 20",0,0.0017,0.7401,40.0092,5,0.338
"TL65","Species 3",0,0.0017,0.7401,40.0092,6,0.405
"TL65","Species 4",0,0.0017,0.7401,40.0092,7,0.473
"TL65","Species 5",0,0.0017,0.7401,40.0092,8,0.54
"TL65","Species 6",0,0.0017,0.7401,40.0092,9,0.608
"TL65","Species 7",0,0.0017,0.7401,40.0092,10,0.675
"TL65","Species 8",0,0.0017,0.7401,40.0092,11,0.743
"TL65","Species 10",0,0.0017,0.7401,40.0092,12,0.811
"TL65","Species 9",0,0.0017,0.7401,40.0092,13,0.878
"TL65","Species 11",0,0.0017,0.7401,40.0092,14,0.946
"TL65","Species 12",0,0.0017,0.7401,40.0092,15,1.013
"TL65","Species 13",0,0.0017,0.7401,40.0092,16,1.081
"TL65","Species 14",0,0.0017,0.7401,40.0092,17,1.148
"TL65","Species 15",0,0.0017,0.7401,40.0092,18,1.216
"TL65","Species 16",0,0.0017,0.7401,40.0092,19,1.283
"TL65","Species 17",0,0.0017,0.7401,40.0092,20,1.351
"TL66","Species 1",0,0.008,0.7401,3.0941,1,0.068
"TL66","Species 18",0,0.008,0.7401,3.0941,2,0.135
"TL66","Species 19",0,0.008,0.7401,3.0941,3,0.203
"TL66","Species 2",0,0.008,0.7401,3.0941,4,0.27
"TL66","Species 20",0,0.008,0.7401,3.0941,5,0.338
"TL66","Species 3",0,0.008,0.7401,3.0941,6,0.405
"TL66","Species 4",0,0.008,0.7401,3.0941,7,0.473
"TL66","Species 5",0,0.008,0.7401,3.0941,8,0.54
"TL66","Species 6",0,0.008,0.7401,3.0941,9,0.608
"TL66","Species 7",0,0.008,0.7401,3.0941,10,0.675
"TL66","Species 8",0,0.008,0.7401,3.0941,11,0.743
"TL66","Species 10",0,0.008,0.7401,3.0941,12,0.811
"TL66","Species 9",0,0.008,0.7401,3.0941,13,0.878
"TL66","Species 11",0,0.008,0.7401,3.0941,14,0.946
"TL66","Species 12",0,0.008,0.7401,3.0941,15,1.013
"TL66","Species 13",0,0.008,0.7401,3.0941,16,1.081
"TL66","Species 14",0,0.008,0.7401,3.0941,17,1.148
"TL66","Species 15",0,0.008,0.7401,3.0941,18,1.216
"TL66","Species 16",0,0.008,0.7401,3.0941,19,1.283
"TL66","Species 17",0,0.008,0.7401,3.0941,20,1.351
"TL70","Species 1",0,0.3076,0.7401,0.1123,1,0.068
"TL70","Species 18",0,0.3076,0.7401,0.1123,2,0.135
"TL70","Species 19",0,0.3076,0.7401,0.1123,3,0.203
"TL70","Species 2",0,0.3076,0.7401,0.1123,4,0.27
"TL70","Species 20",0,0.3076,0.7401,0.1123,5,0.338
"TL70","Species 3",0,0.3076,0.7401,0.1123,6,0.405
"TL70","Species 4",0,0.3076,0.7401,0.1123,7,0.473
"TL70","Species 5",0,0.3076,0.7401,0.1123,8,0.54
"TL70","Species 6",0,0.3076,0.7401,0.1123,9,0.608
"TL70","Species 7",0,0.3076,0.7401,0.1123,10,0.675
"TL70","Species 8",0,0.3076,0.7401,0.1123,11,0.743
"TL70","Species 10",0,0.3076,0.7401,0.1123,12,0.811
"TL70","Species 9",0,0.3076,0.7401,0.1123,13,0.878
"TL70","Species 11",0,0.3076,0.7401,0.1123,14,0.946
"TL70","Species 12",0,0.3076,0.7401,0.1123,15,1.013
"TL70","Species 13",0,0.3076,0.7401,0.1123,16,1.081
"TL70","Species 14",0,0.3076,0.7401,0.1123,17,1.148
"TL70","Species 15",0,0.3076,0.7401,0.1123,18,1.216
"TL70","Species 16",0,0.3076,0.7401,0.1123,19,1.283
"TL70","Species 17",0,0.3076,0.7401,0.1123,20,1.351
"TL71","Species 1",0,0.0249,0.7399,0.5009,1,0.068
